"","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BUILDING.CLASS.AT.PRESENT","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.PRICE","SALE.DATE","TAX.CLASS.PRESENT.SIMPLE","TAX.CLASS.CHANGE","PROPERTY.CLASS.CHANGE","MONTH","HAS.LAND.AREA","HAS.GROSS.AREA"
"1","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",2214693,2013-05-20,"2",TRUE,TRUE,"5",FALSE,FALSE
"2","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",1654656,2013-05-16,"2",TRUE,TRUE,"5",FALSE,FALSE
"3","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",1069162,2013-05-23,"2",TRUE,TRUE,"5",FALSE,FALSE
"4","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",1374637,2013-05-15,"2",TRUE,TRUE,"5",FALSE,FALSE
"5","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",1649565,2013-05-13,"2",TRUE,TRUE,"5",FALSE,FALSE
"6","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",1705568,2013-05-21,"2",TRUE,TRUE,"5",FALSE,FALSE
"7","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",2036500,2013-07-10,"2",TRUE,TRUE,"7",FALSE,FALSE
"8","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",2214693,2013-06-04,"2",TRUE,TRUE,"6",FALSE,FALSE
"9","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",2418343,2013-05-31,"2",TRUE,TRUE,"5",FALSE,FALSE
"10","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",2749275,2013-05-24,"2",TRUE,TRUE,"5",FALSE,FALSE
"11","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",2189237,2013-07-02,"2",TRUE,TRUE,"7",FALSE,FALSE
"12","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",2291062,2013-05-24,"2",TRUE,TRUE,"5",FALSE,FALSE
"13","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",1603743,2013-07-22,"2",TRUE,TRUE,"7",FALSE,FALSE
"14","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",2927468,2013-07-16,"2",TRUE,TRUE,"7",FALSE,FALSE
"15","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",3640243,2013-07-12,"2",TRUE,TRUE,"7",FALSE,FALSE
"16","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",3232943,2013-07-10,"2",TRUE,TRUE,"7",FALSE,FALSE
"17","GREENWICH VILLAGE-WEST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10014",0,0,0,0,0,1948,"2","R4",6898643,2013-07-12,"2",TRUE,TRUE,"7",FALSE,FALSE
"18","ALPHABET CITY",NA,"4","RK","10009",0,0,1,0,0,2008,"4","RK",360000,2013-06-13,"4",TRUE,TRUE,"6",FALSE,FALSE
"19","ALPHABET CITY","03 THREE FAMILY HOMES","1","C0","10009",3,0,3,2381,3084,1899,"1","C0",3150000,2013-03-06,"1",TRUE,TRUE,"3",TRUE,TRUE
"20","ALPHABET CITY","04 TAX CLASS 1 CONDOS","1C","R6","10009",1,0,1,0,0,1955,"1","R6",3450000,2013-03-27,"1",TRUE,TRUE,"3",FALSE,FALSE
"21","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C4","10009",20,0,20,2426,9345,1900,"2","C4",3650000,2012-09-06,"2",TRUE,TRUE,"9",TRUE,TRUE
"22","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C4","10009",13,0,13,2726,13002,1910,"2","C4",895250,2012-10-25,"2",TRUE,TRUE,"10",TRUE,TRUE
"23","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C4","10009",17,0,17,2164,9071,1900,"2","C4",3500000,2012-10-16,"2",TRUE,TRUE,"10",TRUE,TRUE
"24","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C7","10009",25,2,27,3574,18212,1925,"2","C7",13185684,2013-01-31,"2",TRUE,TRUE,"1",TRUE,TRUE
"25","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C7","10009",36,3,39,4452,17664,1900,"2","C7",3810602,2012-10-26,"2",TRUE,TRUE,"10",TRUE,TRUE
"26","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C4","10009",10,1,10,2404,6975,1900,"2","C4",7333333,2013-04-09,"2",TRUE,TRUE,"4",TRUE,TRUE
"27","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C4","10009",9,1,9,2404,6875,1900,"2","C4",7333333,2013-04-09,"2",TRUE,TRUE,"4",TRUE,TRUE
"28","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C4","10009",9,1,10,2404,7110,1900,"2","C4",7333333,2013-04-09,"2",TRUE,TRUE,"4",TRUE,TRUE
"29","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C4","10009",18,2,18,2404,8975,1913,"2","C4",7e+06,2013-04-09,"2",TRUE,TRUE,"4",TRUE,TRUE
"30","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C7","10009",25,2,27,3020,15162,1920,"2","C7",12603963,2013-01-31,"2",TRUE,TRUE,"1",TRUE,TRUE
"31","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C4","10009",18,0,18,2370,11000,1900,"2","C4",8500000,2013-03-14,"2",TRUE,TRUE,"3",TRUE,TRUE
"32","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C7","10009",28,2,30,3872,15428,1930,"2","C7",8892981,2013-01-31,"2",TRUE,TRUE,"1",TRUE,TRUE
"33","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C7","10009",28,2,30,3872,15428,1930,"2","C7",9528194,2013-01-31,"2",TRUE,TRUE,"1",TRUE,TRUE
"34","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C1","10009",10,0,10,2581,10010,1910,"2","C1",4653771,2013-01-31,"2",TRUE,TRUE,"1",TRUE,TRUE
"35","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C1","10009",10,0,10,2581,10010,1910,"2","C1",4653771,2013-01-31,"2",TRUE,TRUE,"1",TRUE,TRUE
"36","ALPHABET CITY","08 RENTALS - ELEVATOR APARTMENTS","2","D1","10009",12,1,12,2369,9348,1920,"2","D1",9600000,2013-05-07,"2",TRUE,TRUE,"5",TRUE,TRUE
"37","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1920,"2","C6",355000,2012-10-25,"2",TRUE,TRUE,"10",FALSE,FALSE
"38","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1920,"2","C6",294500,2012-11-16,"2",TRUE,TRUE,"11",FALSE,FALSE
"39","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1920,"2","C6",244000,2013-03-12,"2",TRUE,TRUE,"3",FALSE,FALSE
"40","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1920,"2","C6",375000,2013-07-11,"2",TRUE,TRUE,"7",FALSE,FALSE
"41","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1928,"2","C6",510000,2013-05-08,"2",TRUE,TRUE,"5",FALSE,FALSE
"42","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1910,"2","C6",304200,2013-01-30,"2",TRUE,TRUE,"1",FALSE,FALSE
"43","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1910,"2","C6",372000,2013-01-28,"2",TRUE,TRUE,"1",FALSE,FALSE
"44","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,2001,"2","C6",960000,2013-01-28,"2",TRUE,TRUE,"1",FALSE,FALSE
"45","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,2001,"2","C6",346000,2013-07-18,"2",TRUE,TRUE,"7",FALSE,FALSE
"46","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1900,"2","C6",303000,2012-08-06,"2",TRUE,TRUE,"8",FALSE,FALSE
"47","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1900,"2","C6",302000,2013-07-09,"2",TRUE,TRUE,"7",FALSE,FALSE
"48","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1923,"2","C6",309000,2013-07-12,"2",TRUE,TRUE,"7",FALSE,FALSE
"49","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1900,"2","C6",245000,2013-02-15,"2",TRUE,TRUE,"2",FALSE,FALSE
"50","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1930,"2","C6",747000,2012-12-03,"2",TRUE,TRUE,"12",FALSE,FALSE
"51","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2C","C6","10009",0,0,0,0,0,1925,"2","C6",531000,2012-10-05,"2",TRUE,TRUE,"10",FALSE,FALSE
"52","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2C","C6","10009",0,0,0,0,0,1910,"2","C6",319900,2012-09-27,"2",TRUE,TRUE,"9",FALSE,FALSE
"53","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1939,"2","C6",554946,2012-08-15,"2",TRUE,TRUE,"8",FALSE,FALSE
"54","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1939,"2","C6",545000,2012-08-15,"2",TRUE,TRUE,"8",FALSE,FALSE
"55","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1939,"2","C6",707000,2013-06-25,"2",TRUE,TRUE,"6",FALSE,FALSE
"56","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1910,"2","C6",340000,2012-12-18,"2",TRUE,TRUE,"12",FALSE,FALSE
"57","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1900,"2","C6",687000,2013-08-01,"2",TRUE,TRUE,"8",FALSE,FALSE
"58","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2C","C6","10009",0,0,0,0,0,1900,"2","C6",460000,2012-09-12,"2",TRUE,TRUE,"9",FALSE,FALSE
"59","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1937,"2","C6",370000,2013-06-13,"2",TRUE,TRUE,"6",FALSE,FALSE
"60","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1920,"2","C6",327447,2013-01-15,"2",TRUE,TRUE,"1",FALSE,FALSE
"61","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1920,"2","C6",310000,2013-06-20,"2",TRUE,TRUE,"6",FALSE,FALSE
"62","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1920,"2","C6",260000,2013-07-01,"2",TRUE,TRUE,"7",FALSE,FALSE
"63","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1915,"2","C6",375000,2013-06-20,"2",TRUE,TRUE,"6",FALSE,FALSE
"64","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1937,"2","C6",445000,2013-06-18,"2",TRUE,TRUE,"6",FALSE,FALSE
"65","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1929,"2","C6",575000,2013-04-29,"2",TRUE,TRUE,"4",FALSE,FALSE
"66","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2C","C6","10009",0,0,0,0,0,1900,"2","C6",886000,2013-07-17,"2",TRUE,TRUE,"7",FALSE,FALSE
"67","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1929,"2","C6",257500,2012-09-28,"2",TRUE,TRUE,"9",FALSE,FALSE
"68","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1929,"2","C6",295000,2013-07-31,"2",TRUE,TRUE,"7",FALSE,FALSE
"69","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1900,"2","C6",295000,2012-12-18,"2",TRUE,TRUE,"12",FALSE,FALSE
"70","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1900,"2","C6",645000,2013-04-26,"2",TRUE,TRUE,"4",FALSE,FALSE
"71","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1920,"2","C6",5e+05,2013-08-08,"2",TRUE,TRUE,"8",FALSE,FALSE
"72","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2C","C6","10009",0,0,0,0,0,1928,"2","C6",587000,2013-03-29,"2",TRUE,TRUE,"3",FALSE,FALSE
"73","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2C","C6","10009",0,0,0,0,0,1900,"2","C6",520000,2012-09-06,"2",TRUE,TRUE,"9",FALSE,FALSE
"74","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2C","C6","10009",0,0,0,0,0,1900,"2","C6",550000,2012-11-15,"2",TRUE,TRUE,"11",FALSE,FALSE
"75","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2C","C6","10009",0,0,0,0,0,1900,"2","C6",550000,2013-01-28,"2",TRUE,TRUE,"1",FALSE,FALSE
"76","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2C","C6","10009",0,0,0,0,0,1900,"2","C6",845000,2012-10-26,"2",TRUE,TRUE,"10",FALSE,FALSE
"77","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2C","C6","10009",0,0,0,0,0,1900,"2","C6",529790,2013-07-25,"2",TRUE,TRUE,"7",FALSE,FALSE
"78","ALPHABET CITY","09 COOPS - WALKUP APARTMENTS","2","C6","10009",0,0,0,0,0,1900,"2","C6",470000,2013-06-13,"2",TRUE,TRUE,"6",FALSE,FALSE
"79","ALPHABET CITY","10 COOPS - ELEVATOR APARTMENTS","2","D4","10009",0,0,0,0,0,1900,"2","D4",909000,2012-09-14,"2",TRUE,TRUE,"9",FALSE,FALSE
"80","ALPHABET CITY","10 COOPS - ELEVATOR APARTMENTS","2","D4","10009",0,0,0,0,0,1900,"2","D4",870000,2013-04-09,"2",TRUE,TRUE,"4",FALSE,FALSE
"81","ALPHABET CITY","10 COOPS - ELEVATOR APARTMENTS","2","D4","10009",0,0,0,0,0,1900,"2","D4",538000,2013-07-29,"2",TRUE,TRUE,"7",FALSE,FALSE
"82","ALPHABET CITY","10 COOPS - ELEVATOR APARTMENTS","2","D0","10009",0,0,0,0,0,1940,"2","D0",685000,2012-12-20,"2",TRUE,TRUE,"12",FALSE,FALSE
"83","ALPHABET CITY","10 COOPS - ELEVATOR APARTMENTS","2","D0","10009",0,0,0,0,0,1940,"2","D0",760000,2013-05-31,"2",TRUE,TRUE,"5",FALSE,FALSE
"84","ALPHABET CITY","10 COOPS - ELEVATOR APARTMENTS","2","D4","10009",0,0,0,0,0,1920,"2","D4",260000,2012-10-04,"2",TRUE,TRUE,"10",FALSE,FALSE
"85","ALPHABET CITY","10 COOPS - ELEVATOR APARTMENTS","2","D4","10009",0,0,0,0,0,1950,"2","D4",355500,2012-08-22,"2",TRUE,TRUE,"8",FALSE,FALSE
"86","ALPHABET CITY","10 COOPS - ELEVATOR APARTMENTS","2","D4","10009",0,0,0,0,0,1950,"2","D4",825000,2013-05-22,"2",TRUE,TRUE,"5",FALSE,FALSE
"87","ALPHABET CITY","10 COOPS - ELEVATOR APARTMENTS","2","D4","10009",0,0,0,0,0,1940,"2","D4",621000,2012-09-13,"2",TRUE,TRUE,"9",FALSE,FALSE
"88","ALPHABET CITY","10 COOPS - ELEVATOR APARTMENTS","2","D4","10009",0,0,0,0,0,1940,"2","D4",875000,2013-06-18,"2",TRUE,TRUE,"6",FALSE,FALSE
"89","ALPHABET CITY","12 CONDOS - WALKUP APARTMENTS","2","R2","10009",1,0,1,0,0,1948,"2","R2",1062500,2012-10-15,"2",TRUE,TRUE,"10",FALSE,FALSE
"90","ALPHABET CITY","12 CONDOS - WALKUP APARTMENTS","2","R2","10009",1,0,1,0,0,1948,"2","R2",825000,2012-11-09,"2",TRUE,TRUE,"11",FALSE,FALSE
"91","ALPHABET CITY","12 CONDOS - WALKUP APARTMENTS","2","R2","10009",1,0,1,0,0,1948,"2","R2",1150000,2013-07-08,"2",TRUE,TRUE,"7",FALSE,FALSE
"92","ALPHABET CITY","12 CONDOS - WALKUP APARTMENTS","2","R2","10009",1,0,1,0,0,1948,"2","R2",725000,2012-08-03,"2",TRUE,TRUE,"8",FALSE,FALSE
"93","ALPHABET CITY","12 CONDOS - WALKUP APARTMENTS","2","R2","10009",1,0,1,0,0,1948,"2","R2",795000,2013-07-22,"2",TRUE,TRUE,"7",FALSE,FALSE
"94","ALPHABET CITY","12 CONDOS - WALKUP APARTMENTS","2","R2","10009",1,0,1,0,0,1948,"2","R2",980000,2012-11-19,"2",TRUE,TRUE,"11",FALSE,FALSE
"95","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10009",1,0,1,0,0,1948,"2","R4",780000,2013-06-06,"2",TRUE,TRUE,"6",FALSE,FALSE
"96","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10002",1,0,1,0,0,2005,"2","R4",510000,2012-10-26,"2",TRUE,TRUE,"10",FALSE,FALSE
"97","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10002",1,0,1,0,0,2005,"2","R4",975000,2013-05-23,"2",TRUE,TRUE,"5",FALSE,FALSE
"98","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10002",1,0,1,0,0,2005,"2","R4",560000,2013-06-26,"2",TRUE,TRUE,"6",FALSE,FALSE
"99","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10002",1,0,1,0,0,2005,"2","R4",870000,2013-07-29,"2",TRUE,TRUE,"7",FALSE,FALSE
"100","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10009",1,0,1,0,0,1928,"2","R4",850000,2013-04-05,"2",TRUE,TRUE,"4",FALSE,FALSE
"101","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10009",1,0,1,0,0,1928,"2","R4",750000,2013-04-05,"2",TRUE,TRUE,"4",FALSE,FALSE
"102","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10009",1,0,1,0,0,1900,"2","R4",5e+05,2013-03-29,"2",TRUE,TRUE,"3",FALSE,FALSE
"103","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10002",1,0,1,0,0,1948,"2","R4",1100000,2013-06-26,"2",TRUE,TRUE,"6",FALSE,FALSE
"104","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10002",1,0,1,0,0,1948,"2","R4",1100000,2012-08-21,"2",TRUE,TRUE,"8",FALSE,FALSE
"105","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10002",1,0,1,0,0,1948,"2","R4",1680000,2013-08-05,"2",TRUE,TRUE,"8",FALSE,FALSE
"106","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10009",1,0,1,0,0,1948,"2","R4",1450000,2012-08-29,"2",TRUE,TRUE,"8",FALSE,FALSE
"107","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10009",1,0,1,0,0,1948,"2","R4",870000,2013-04-04,"2",TRUE,TRUE,"4",FALSE,FALSE
"108","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10009",1,0,1,0,0,1948,"2","R4",975000,2013-07-12,"2",TRUE,TRUE,"7",FALSE,FALSE
"109","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10009",1,0,1,0,0,1948,"2","R4",850000,2013-07-01,"2",TRUE,TRUE,"7",FALSE,FALSE
"110","ALPHABET CITY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10009",1,0,1,0,0,1948,"2","R4",1710000,2013-05-22,"2",TRUE,TRUE,"5",FALSE,FALSE
"111","ALPHABET CITY","14 RENTALS - 4-10 UNIT","2A","S3","10009",3,1,4,1940,4140,1920,"2","S3",2800000,2013-07-19,"2",TRUE,TRUE,"7",TRUE,TRUE
"112","ALPHABET CITY","14 RENTALS - 4-10 UNIT","2A","S4","10009",4,1,5,1500,3540,1900,"2","S4",2450000,2013-02-22,"2",TRUE,TRUE,"2",TRUE,TRUE
"113","ALPHABET CITY","14 RENTALS - 4-10 UNIT","2A","S4","10009",4,1,5,2201,5608,1900,"2","S4",3800000,2012-12-04,"2",TRUE,TRUE,"12",TRUE,TRUE
"114","ALPHABET CITY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10009",1,0,1,0,0,1948,"2","R1",690000,2013-06-10,"2",TRUE,TRUE,"6",FALSE,FALSE
"115","ALPHABET CITY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10009",1,0,1,0,0,1948,"2","R1",660000,2013-06-18,"2",TRUE,TRUE,"6",FALSE,FALSE
"116","ALPHABET CITY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10009",1,0,1,0,0,1948,"2","R1",1642000,2013-06-20,"2",TRUE,TRUE,"6",FALSE,FALSE
"117","ALPHABET CITY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10009",1,0,1,0,0,2006,"2","R1",675000,2012-08-15,"2",TRUE,TRUE,"8",FALSE,FALSE
"118","ALPHABET CITY","17 CONDOPS","2","R9","10009",0,0,0,0,0,1901,"2","R9",910000,2013-02-05,"2",TRUE,TRUE,"2",FALSE,FALSE
"119","ALPHABET CITY","17 CONDOPS","2","R9","10009",0,0,0,0,0,1901,"2","R9",223993,2013-02-13,"2",TRUE,TRUE,"2",FALSE,FALSE
"120","ALPHABET CITY","17 CONDOPS","2","R9","10009",0,0,0,0,0,1901,"2","R9",599000,2013-04-18,"2",TRUE,TRUE,"4",FALSE,FALSE
"121","ALPHABET CITY","17 CONDOPS","2","R9","10009",0,0,0,0,0,1901,"2","R9",905000,2013-05-20,"2",TRUE,TRUE,"5",FALSE,FALSE
"122","ALPHABET CITY","17 CONDOPS","2","R9","10009",0,0,0,0,0,1901,"2","R9",1400000,2013-06-19,"2",TRUE,TRUE,"6",FALSE,FALSE
"123","ALPHABET CITY","22 STORE BUILDINGS","4","K1","10009",0,1,1,2186,2186,1910,"4","K1",1800000,2012-12-28,"4",TRUE,TRUE,"12",TRUE,TRUE
"124","ALPHABET CITY","22 STORE BUILDINGS","4","K2","10009",0,1,1,8100,16200,1925,"4","K2",15500000,2013-05-01,"4",TRUE,TRUE,"5",TRUE,TRUE
"125","ALPHABET CITY","29 COMMERCIAL GARAGES","4","G7","10009",0,0,0,2169,0,1948,"4","G7",1957475,2013-01-30,"4",TRUE,TRUE,"1",TRUE,FALSE
"126","ALPHABET CITY","29 COMMERCIAL GARAGES","4","G4","10009",0,1,1,5893,1419,1961,"4","G4",7e+06,2012-09-06,"4",TRUE,TRUE,"9",TRUE,TRUE
"127","ALPHABET CITY","31 COMMERCIAL VACANT LAND","4","V1","10009",0,0,0,2581,0,1948,"4","V1",3275000,2013-04-22,"4",TRUE,TRUE,"4",TRUE,FALSE
"128","ALPHABET CITY","37 RELIGIOUS FACILITIES","4","M1","10009",0,1,1,2160,3050,1951,"4","M1",2400000,2013-07-18,"4",TRUE,TRUE,"7",TRUE,TRUE
"129","ALPHABET CITY","37 RELIGIOUS FACILITIES","4","M1","10009",2,1,3,2139,6440,1900,"4","M1",4650000,2012-12-20,"4",TRUE,TRUE,"12",TRUE,TRUE
"130","ALPHABET CITY","37 RELIGIOUS FACILITIES","4","M1","10009",2,1,3,2139,6440,1900,"4","M1",3200000,2012-09-27,"4",TRUE,TRUE,"9",TRUE,TRUE
"131","CHELSEA",NA,"4","RG","10001",0,0,1,0,0,2006,"4","RG",5650000,2013-05-03,"4",TRUE,TRUE,"5",FALSE,FALSE
"132","CHELSEA",NA,"4","RH","10011",0,0,1,0,0,1931,"4","RH",1.6e+07,2012-09-12,"4",TRUE,TRUE,"9",FALSE,FALSE
"133","CHELSEA",NA,"4","RK","10011",0,0,1,0,0,1948,"4","RK",775000,2013-07-19,"4",TRUE,TRUE,"7",FALSE,FALSE
"134","CHELSEA",NA,"4","RK","10011",0,0,1,0,0,2006,"4","RK",9e+06,2013-04-09,"4",TRUE,TRUE,"4",FALSE,FALSE
"135","CHELSEA",NA,"4","RK","10001",0,0,1,0,0,1948,"4","RK",1750000,2012-12-14,"4",TRUE,TRUE,"12",FALSE,FALSE
"136","CHELSEA",NA,"4","RB","10001",0,0,1,0,0,1948,"4","RB",1650000,2012-12-14,"4",TRUE,TRUE,"12",FALSE,FALSE
"137","CHELSEA",NA,"4","RB","10001",0,0,1,0,0,1948,"4","RB",3700000,2012-10-25,"4",TRUE,TRUE,"10",FALSE,FALSE
"138","CHELSEA","01 ONE FAMILY HOMES","1","A4","10011",1,0,1,1528,2736,1900,"1","A4",5400000,2013-07-25,"1",TRUE,TRUE,"7",TRUE,TRUE
"139","CHELSEA","01 ONE FAMILY HOMES","1","A9","10011",1,0,1,1894,3564,1901,"1","A9",7180000,2013-04-16,"1",TRUE,TRUE,"4",TRUE,TRUE
"140","CHELSEA","01 ONE FAMILY HOMES","1","A9","10011",1,0,1,1064,1260,1901,"1","A9",7935000,2013-06-27,"1",TRUE,TRUE,"6",TRUE,TRUE
