"","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BUILDING.CLASS.AT.PRESENT","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.PRICE","SALE.DATE","TAX.CLASS.PRESENT.SIMPLE","TAX.CLASS.CHANGE","PROPERTY.CLASS.CHANGE","MONTH","HAS.LAND.AREA","HAS.GROSS.AREA"
"7350","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2006,"2","R4",2425000,2013-01-16,"2",TRUE,TRUE,"1",FALSE,FALSE
"7351","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1948,"2","R4",2682000,2013-06-21,"2",TRUE,TRUE,"6",FALSE,FALSE
"7352","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2006,"2","R4",2600000,2012-12-28,"2",TRUE,TRUE,"12",FALSE,FALSE
"7353","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2006,"2","R4",2710000,2013-01-04,"2",TRUE,TRUE,"1",FALSE,FALSE
"7354","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2006,"2","R4",4100000,2013-06-10,"2",TRUE,TRUE,"6",FALSE,FALSE
"7355","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2006,"2","R4",2700000,2012-09-14,"2",TRUE,TRUE,"9",FALSE,FALSE
"7356","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2006,"2","R4",2850000,2013-06-21,"2",TRUE,TRUE,"6",FALSE,FALSE
"7357","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1959,"2","R4",1035000,2013-07-30,"2",TRUE,TRUE,"7",FALSE,FALSE
"7358","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1941,"2","R4",450000,2013-03-11,"2",TRUE,TRUE,"3",FALSE,FALSE
"7359","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1948,"2","R4",2100000,2013-05-22,"2",TRUE,TRUE,"5",FALSE,FALSE
"7360","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1948,"2","R4",2100000,2013-04-03,"2",TRUE,TRUE,"4",FALSE,FALSE
"7361","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1948,"2","R4",2200000,2012-10-12,"2",TRUE,TRUE,"10",FALSE,FALSE
"7362","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1948,"2","R4",2355000,2013-07-03,"2",TRUE,TRUE,"7",FALSE,FALSE
"7363","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1948,"2","R4",2460000,2013-06-27,"2",TRUE,TRUE,"6",FALSE,FALSE
"7364","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1948,"2","R4",2400000,2012-10-18,"2",TRUE,TRUE,"10",FALSE,FALSE
"7365","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1948,"2","R4",2200000,2013-01-03,"2",TRUE,TRUE,"1",FALSE,FALSE
"7366","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1948,"2","R4",3125000,2012-08-03,"2",TRUE,TRUE,"8",FALSE,FALSE
"7367","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1948,"2","R4",3380000,2013-06-13,"2",TRUE,TRUE,"6",FALSE,FALSE
"7368","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1948,"2","R4",3725000,2013-05-21,"2",TRUE,TRUE,"5",FALSE,FALSE
"7369","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2005,"2","R4",2150000,2012-08-21,"2",TRUE,TRUE,"8",FALSE,FALSE
"7370","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2002,"2","R4",2200000,2012-09-05,"2",TRUE,TRUE,"9",FALSE,FALSE
"7371","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2002,"2","R4",4200000,2013-01-07,"2",TRUE,TRUE,"1",FALSE,FALSE
"7372","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2002,"2","R4",1135000,2013-02-11,"2",TRUE,TRUE,"2",FALSE,FALSE
"7373","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2002,"2","R4",890000,2013-08-07,"2",TRUE,TRUE,"8",FALSE,FALSE
"7374","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2002,"2","R4",2380000,2013-05-24,"2",TRUE,TRUE,"5",FALSE,FALSE
"7375","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,2002,"2","R4",2595000,2013-07-19,"2",TRUE,TRUE,"7",FALSE,FALSE
"7376","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1958,"2","R4",605475,2012-09-13,"2",TRUE,TRUE,"9",FALSE,FALSE
"7377","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1958,"2","R4",540000,2013-05-15,"2",TRUE,TRUE,"5",FALSE,FALSE
"7378","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1958,"2","R4",1250000,2013-06-20,"2",TRUE,TRUE,"6",FALSE,FALSE
"7379","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1958,"2","R4",1685900,2012-10-22,"2",TRUE,TRUE,"10",FALSE,FALSE
"7380","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1958,"2","R4",505000,2012-12-20,"2",TRUE,TRUE,"12",FALSE,FALSE
"7381","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1958,"2","R4",875000,2012-08-01,"2",TRUE,TRUE,"8",FALSE,FALSE
"7382","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1958,"2","R4",2500000,2012-11-14,"2",TRUE,TRUE,"11",FALSE,FALSE
"7383","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1958,"2","R4",2225000,2012-10-19,"2",TRUE,TRUE,"10",FALSE,FALSE
"7384","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1972,"2","R4",775000,2013-02-15,"2",TRUE,TRUE,"2",FALSE,FALSE
"7385","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1972,"2","R4",1349181,2012-12-28,"2",TRUE,TRUE,"12",FALSE,FALSE
"7386","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1972,"2","R4",635000,2012-11-29,"2",TRUE,TRUE,"11",FALSE,FALSE
"7387","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1972,"2","R4",880000,2013-06-19,"2",TRUE,TRUE,"6",FALSE,FALSE
"7388","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1972,"2","R4",1349181,2012-10-16,"2",TRUE,TRUE,"10",FALSE,FALSE
"7389","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1972,"2","R4",646588,2013-05-21,"2",TRUE,TRUE,"5",FALSE,FALSE
"7390","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1972,"2","R4",580000,2013-02-22,"2",TRUE,TRUE,"2",FALSE,FALSE
"7391","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1972,"2","R4",1374637,2012-08-27,"2",TRUE,TRUE,"8",FALSE,FALSE
"7392","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1972,"2","R4",994830,2012-11-20,"2",TRUE,TRUE,"11",FALSE,FALSE
"7393","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1972,"2","R4",610000,2013-06-20,"2",TRUE,TRUE,"6",FALSE,FALSE
"7394","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1972,"2","R4",977520,2013-01-25,"2",TRUE,TRUE,"1",FALSE,FALSE
"7395","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1983,"2","R4",1355000,2013-06-27,"2",TRUE,TRUE,"6",FALSE,FALSE
"7396","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1983,"2","R4",1415000,2013-01-30,"2",TRUE,TRUE,"1",FALSE,FALSE
"7397","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1983,"2","R4",2490000,2013-06-27,"2",TRUE,TRUE,"6",FALSE,FALSE
"7398","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1983,"2","R4",1350000,2012-11-07,"2",TRUE,TRUE,"11",FALSE,FALSE
"7399","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1983,"2","R4",2850000,2013-03-01,"2",TRUE,TRUE,"3",FALSE,FALSE
"7400","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1927,"2","R4",1375000,2013-04-17,"2",TRUE,TRUE,"4",FALSE,FALSE
"7401","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1985,"2","R4",580000,2013-08-01,"2",TRUE,TRUE,"8",FALSE,FALSE
"7402","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1985,"2","R4",590000,2013-03-06,"2",TRUE,TRUE,"3",FALSE,FALSE
"7403","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1981,"2","R4",290000,2013-04-11,"2",TRUE,TRUE,"4",FALSE,FALSE
"7404","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1981,"2","R4",352000,2012-09-27,"2",TRUE,TRUE,"9",FALSE,FALSE
"7405","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1981,"2","R4",985000,2013-04-28,"2",TRUE,TRUE,"4",FALSE,FALSE
"7406","MIDTOWN EAST","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10022",1,0,1,0,0,1981,"2","R4",355000,2013-04-17,"2",TRUE,TRUE,"4",FALSE,FALSE
"7407","MIDTOWN EAST","14 RENTALS - 4-10 UNIT","2B","S5","10022",6,1,7,2008,7360,1901,"2","S5",5e+06,2012-09-27,"2",TRUE,TRUE,"9",TRUE,TRUE
"7408","MIDTOWN EAST","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10022",1,0,1,0,0,1901,"2","R1",2443800,2013-07-01,"2",TRUE,TRUE,"7",FALSE,FALSE
"7409","MIDTOWN EAST","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10022",1,0,1,0,0,1901,"2","R1",1425550,2013-03-13,"2",TRUE,TRUE,"3",FALSE,FALSE
"7410","MIDTOWN EAST","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10022",1,0,1,0,0,1948,"2","R1",2300000,2013-01-23,"2",TRUE,TRUE,"1",FALSE,FALSE
"7411","MIDTOWN EAST","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10022",1,0,1,0,0,2008,"2","R1",5500000,2013-04-15,"2",TRUE,TRUE,"4",FALSE,FALSE
"7412","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1948,"2","R9",535000,2012-11-05,"2",TRUE,TRUE,"11",FALSE,FALSE
"7413","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1948,"2","R9",810000,2012-11-27,"2",TRUE,TRUE,"11",FALSE,FALSE
"7414","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1964,"2","R9",625000,2012-08-16,"2",TRUE,TRUE,"8",FALSE,FALSE
"7415","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1964,"2","R9",450000,2012-08-13,"2",TRUE,TRUE,"8",FALSE,FALSE
"7416","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1964,"2","R9",4e+05,2012-11-15,"2",TRUE,TRUE,"11",FALSE,FALSE
"7417","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1964,"2","R9",975000,2012-11-27,"2",TRUE,TRUE,"11",FALSE,FALSE
"7418","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1964,"2","R9",635000,2012-12-18,"2",TRUE,TRUE,"12",FALSE,FALSE
"7419","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1964,"2","R9",406000,2012-12-18,"2",TRUE,TRUE,"12",FALSE,FALSE
"7420","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1964,"2","R9",585000,2013-04-03,"2",TRUE,TRUE,"4",FALSE,FALSE
"7421","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1964,"2","R9",647500,2013-04-22,"2",TRUE,TRUE,"4",FALSE,FALSE
"7422","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1964,"2","R9",540000,2013-06-07,"2",TRUE,TRUE,"6",FALSE,FALSE
"7423","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1964,"2","R9",970000,2013-07-26,"2",TRUE,TRUE,"7",FALSE,FALSE
"7424","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1964,"2","R9",9e+05,2013-07-25,"2",TRUE,TRUE,"7",FALSE,FALSE
"7425","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1931,"2","R9",504500,2012-12-31,"2",TRUE,TRUE,"12",FALSE,FALSE
"7426","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1931,"2","R9",287000,2013-01-30,"2",TRUE,TRUE,"1",FALSE,FALSE
"7427","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1931,"2","R9",499900,2013-03-14,"2",TRUE,TRUE,"3",FALSE,FALSE
"7428","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1931,"2","R9",385000,2013-04-23,"2",TRUE,TRUE,"4",FALSE,FALSE
"7429","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1931,"2","R9",1050000,2013-06-17,"2",TRUE,TRUE,"6",FALSE,FALSE
"7430","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1931,"2","R9",364500,2013-07-10,"2",TRUE,TRUE,"7",FALSE,FALSE
"7431","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1931,"2","R9",590000,2013-07-09,"2",TRUE,TRUE,"7",FALSE,FALSE
"7432","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1960,"2","R9",619100,2012-08-06,"2",TRUE,TRUE,"8",FALSE,FALSE
"7433","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1960,"2","R9",310000,2012-08-29,"2",TRUE,TRUE,"8",FALSE,FALSE
"7434","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1960,"2","R9",980000,2012-10-03,"2",TRUE,TRUE,"10",FALSE,FALSE
"7435","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1960,"2","R9",645000,2013-04-24,"2",TRUE,TRUE,"4",FALSE,FALSE
"7436","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1960,"2","R9",485000,2013-07-01,"2",TRUE,TRUE,"7",FALSE,FALSE
"7437","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1960,"2","R9",355000,2013-07-29,"2",TRUE,TRUE,"7",FALSE,FALSE
"7438","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1958,"2","R9",335000,2013-02-25,"2",TRUE,TRUE,"2",FALSE,FALSE
"7439","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1958,"2","R9",910000,2013-05-14,"2",TRUE,TRUE,"5",FALSE,FALSE
"7440","MIDTOWN EAST","17 CONDOPS","2","R9","10022",0,0,0,0,0,1958,"2","R9",490000,2013-05-21,"2",TRUE,TRUE,"5",FALSE,FALSE
"7441","MIDTOWN EAST","22 STORE BUILDINGS","4","K9","10022",0,4,4,1566,4842,1900,"4","K9",8999000,2012-10-18,"4",TRUE,TRUE,"10",TRUE,TRUE
"7442","MIDTOWN EAST","22 STORE BUILDINGS","4","K9","10022",0,3,3,1561,5975,1900,"4","K9",1750000,2013-05-02,"4",TRUE,TRUE,"5",TRUE,TRUE
"7443","MIDTOWN EAST","22 STORE BUILDINGS","4","K9","10022",0,6,6,2500,10000,1961,"4","K9",1.3e+07,2013-06-24,"4",TRUE,TRUE,"6",TRUE,TRUE
"7444","MIDTOWN EAST","22 STORE BUILDINGS","4","K9","10022",1,2,3,1674,4005,1900,"4","K9",4150000,2013-04-24,"4",TRUE,TRUE,"4",TRUE,TRUE
"7445","MIDTOWN EAST","22 STORE BUILDINGS","4","K4","10022",2,2,4,2109,5400,1900,"4","K4",12301200,2012-12-14,"4",TRUE,TRUE,"12",TRUE,TRUE
"7446","MIDTOWN EAST","22 STORE BUILDINGS","4","K4","10022",2,2,4,2109,5400,1900,"4","K4",1198800,2012-12-14,"4",TRUE,TRUE,"12",TRUE,TRUE
"7447","MIDTOWN EAST","22 STORE BUILDINGS","4","K4","10022",2,2,4,2109,5400,1900,"4","K4",4500000,2012-12-14,"4",TRUE,TRUE,"12",TRUE,TRUE
"7448","MIDTOWN EAST","22 STORE BUILDINGS","4","K1","10017",0,2,2,1365,1365,1900,"4","K1",5435000,2013-04-22,"4",TRUE,TRUE,"4",TRUE,TRUE
"7449","MIDTOWN EAST","22 STORE BUILDINGS","4","K9","10022",0,3,3,1016,2446,1900,"4","K9",3700000,2013-01-15,"4",TRUE,TRUE,"1",TRUE,TRUE
"7450","MIDTOWN EAST","25 LUXURY HOTELS","4","H2","10017",0,1,1,5783,140015,2002,"4","H2",1.15e+08,2013-01-23,"4",TRUE,TRUE,"1",TRUE,TRUE
"7451","MIDTOWN EAST","26 OTHER HOTELS","4","H6","10017",0,1,1,10364,151000,1927,"4","H6",82150000,2013-01-29,"4",TRUE,TRUE,"1",TRUE,TRUE
"7452","MIDTOWN EAST","28 COMMERCIAL CONDOS","4","RK","10017",0,0,1,0,0,2006,"4","R5",6250000,2012-09-13,"4",TRUE,FALSE,"9",FALSE,FALSE
"7453","MIDTOWN EAST","28 COMMERCIAL CONDOS","4","RK","10022",0,0,1,0,0,1958,"4","R5",2008987,2012-09-13,"4",TRUE,FALSE,"9",FALSE,FALSE
"7454","MIDTOWN EAST","28 COMMERCIAL CONDOS","4","RB","10017",0,0,1,0,0,1957,"4","R5",8654100,2012-08-17,"4",TRUE,FALSE,"8",FALSE,FALSE
"7455","MIDTOWN WEST",NA,"4","RK","10036",0,0,1,0,0,1907,"4","RK",195800000,2012-12-11,"4",TRUE,TRUE,"12",FALSE,FALSE
"7456","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",108793,2012-12-26,"4",TRUE,TRUE,"12",FALSE,FALSE
"7457","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1930,"4","RH",3142500,2013-07-15,"4",TRUE,TRUE,"7",FALSE,FALSE
"7458","MIDTOWN WEST",NA,"4","RH","10036",0,0,1,0,0,1961,"4","RH",3.25e+08,2013-03-08,"4",TRUE,TRUE,"3",FALSE,FALSE
"7459","MIDTOWN WEST",NA,"4","RG","10036",0,0,1,0,0,2006,"4","RG",10550000,2012-11-30,"4",TRUE,TRUE,"11",FALSE,FALSE
"7460","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",266488,2013-06-17,"4",TRUE,TRUE,"6",FALSE,FALSE
"7461","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",233421,2013-06-12,"4",TRUE,TRUE,"6",FALSE,FALSE
"7462","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",458144,2012-12-17,"4",TRUE,TRUE,"12",FALSE,FALSE
"7463","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",271609,2012-10-23,"4",TRUE,TRUE,"10",FALSE,FALSE
"7464","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",346692,2012-10-16,"4",TRUE,TRUE,"10",FALSE,FALSE
"7465","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",305777,2013-05-13,"4",TRUE,TRUE,"5",FALSE,FALSE
"7466","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",686143,2013-04-22,"4",TRUE,TRUE,"4",FALSE,FALSE
"7467","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",108393,2013-03-18,"4",TRUE,TRUE,"3",FALSE,FALSE
"7468","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",625861,2013-03-04,"4",TRUE,TRUE,"3",FALSE,FALSE
"7469","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",406050,2013-02-11,"4",TRUE,TRUE,"2",FALSE,FALSE
"7470","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",614485,2013-02-04,"4",TRUE,TRUE,"2",FALSE,FALSE
"7471","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",839603,2013-01-21,"4",TRUE,TRUE,"1",FALSE,FALSE
"7472","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",829982,2013-01-21,"4",TRUE,TRUE,"1",FALSE,FALSE
"7473","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",111857,2013-05-27,"4",TRUE,TRUE,"5",FALSE,FALSE
"7474","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",516702,2013-05-20,"4",TRUE,TRUE,"5",FALSE,FALSE
"7475","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",318286,2013-02-25,"4",TRUE,TRUE,"2",FALSE,FALSE
"7476","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",214437,2013-01-14,"4",TRUE,TRUE,"1",FALSE,FALSE
"7477","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",685852,2013-01-07,"4",TRUE,TRUE,"1",FALSE,FALSE
"7478","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",527160,2012-11-12,"4",TRUE,TRUE,"11",FALSE,FALSE
"7479","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",624149,2012-12-17,"4",TRUE,TRUE,"12",FALSE,FALSE
"7480","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",501045,2012-11-12,"4",TRUE,TRUE,"11",FALSE,FALSE
"7481","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",195344,2013-04-15,"4",TRUE,TRUE,"4",FALSE,FALSE
"7482","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",157772,2013-04-01,"4",TRUE,TRUE,"4",FALSE,FALSE
"7483","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",181931,2013-03-25,"4",TRUE,TRUE,"3",FALSE,FALSE
"7484","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",622444,2013-02-04,"4",TRUE,TRUE,"2",FALSE,FALSE
"7485","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",648434,2012-12-24,"4",TRUE,TRUE,"12",FALSE,FALSE
"7486","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",382596,2013-06-03,"4",TRUE,TRUE,"6",FALSE,FALSE
"7487","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",304085,2013-05-06,"4",TRUE,TRUE,"5",FALSE,FALSE
"7488","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",157317,2013-04-29,"4",TRUE,TRUE,"4",FALSE,FALSE
"7489","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",344794,2013-04-08,"4",TRUE,TRUE,"4",FALSE,FALSE
"7490","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",383567,2012-10-16,"4",TRUE,TRUE,"10",FALSE,FALSE
"7491","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",123341,2012-09-18,"4",TRUE,TRUE,"9",FALSE,FALSE
"7492","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",950793,2012-12-10,"4",TRUE,TRUE,"12",FALSE,FALSE
"7493","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",107908,2013-03-11,"4",TRUE,TRUE,"3",FALSE,FALSE
"7494","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1948,"4","RH",422775,2013-07-08,"4",TRUE,TRUE,"7",FALSE,FALSE
"7495","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",299985,2012-11-06,"4",TRUE,TRUE,"11",FALSE,FALSE
"7496","MIDTOWN WEST",NA,"4","RH","10019",0,0,1,0,0,1925,"4","RH",161802,2012-10-02,"4",TRUE,TRUE,"10",FALSE,FALSE
